iast	slp1	pos	n	gloss_idx	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
pratibhāṣ	pratiBAz	VERB	78	3	отвечал	flag	inflected,unknown	отвечать		отвечать:V:-:-			
pratibhū	pratiBU	NOUN	11	2	обеспечением	flag	inflected,unknown	обеспечение		обеспечение:S:-:-			
pratibhū	pratiBU	NOUN	11	3	поручился	flag	inflected,unknown	поручиться		поручиться:V:-:-			
pratibhūṣ	pratiBUz	VERB	4	1	украшает	flag	inflected,unknown	украшать		украшать:V:-:-			
pratibhūṣ	pratiBUz	VERB	4	2	угощаете	flag	inflected,unknown	угощать		угощать:V:-:-			
pratibhūṣ	pratiBUz	VERB	4	3	приняли	flag	inflected,unknown	принять		принять:V:-:-			
pratibhṛ	pratiBf	VERB	6	1	принесенными	flag	inflected,unknown	принесённый		принести:V:-:-			
pratibhṛ	pratiBf	VERB	6	2	поднесите	flag	inflected,unknown	поднести		поднести:V:-:-			
pratibhṛ	pratiBf	VERB	6	3	поднесенного	flag	inflected,unknown	поднесённый		поднести:V:-:-			
pratibimba	pratibimba	NOUN	8	2	отражением	flag	inflected,unknown	отражение		отражение:S:-:-			
pratibimba	pratibimba	NOUN	8	3	отражений	flag	inflected,unknown	отражение		отражение:S:-:-			
pratibodha	pratiboDa	NOUN	5	2	просыпается	flag	inflected,unknown	просыпаться		просыпаться:V:-:-			
pratibodhana	pratiboDana	NOUN	3	1	пробуждению	flag	inflected,unknown	пробуждение		пробуждение:S:-:-			
pratibodhana	pratiboDana	NOUN	3	3	разбудила	flag	inflected,unknown	разбудить		разбудить:V:-:-			
pratibodhay	pratiboDay	VERB	9	1	просыпался	flag	inflected,unknown	просыпаться		просыпаться:V:-:-			
pratibodhay	pratiboDay	VERB	9	2	постиг	flag	inflected,unknown	постичь		постичь:V:-:-			
pratibodhay	pratiboDay	VERB	9	3	пробудил	flag	inflected,unknown	пробудить		пробудить:V:-:-			
pratibrū	pratibrU	VERB	13	1	отвечу	flag	inflected,unknown	ответить		ответить:V:-:-			
pratibrū	pratibrU	VERB	13	2	ответит	flag	inflected,unknown	ответить		ответить:V:-:-			
pratibudh	pratibuD	VERB	32	1	пробуждается	flag	inflected,unknown	пробуждаться		пробуждаться:V:-:-			
pratibudh	pratibuD	VERB	32	2	опознаны	flag	inflected,unknown	опознанный		опознать:V:-:-			
pratibudh	pratibuD	VERB	32	3	пробудился	flag	inflected,unknown	пробудиться		пробудиться:V:-:-			
pratibādh	pratibAD	VERB	5	2	подавляет	flag	inflected,unknown	подавлять		подавлять:V:-:-			
praticakṣ	praticakz	noun	11	1	Являя	flag	inflected,unknown	являть		являть:V:-:-			
praticakṣ	praticakz	noun	11	2	рассмотри	flag	inflected,unknown	рассмотреть		рассмотреть:V:-:-			
praticchad	praticCad	VERB	6	1	переодетыми	flag	inflected_ambiguous,unknown			переодетый:A:-:-			
praticchāday	praticCAday	VERB	2	2	закрыв	flag	inflected,unknown	закрыть		закрыть:V:-:-			
praticoday	praticoday	VERB	4	1	склонили	flag	inflected,unknown	склонить		склонить:V:-:-			
praticoday	praticoday	VERB	4	2	предупреждает	flag	inflected,unknown	предупреждать		предупреждать:V:-:-			
praticoday	praticoday	VERB	4	3	погнал	flag	inflected,unknown	погнать		погнать:V:-:-			
pratidah	pratidah	VERB	2	1	сожжет	flag	inflected,unknown	сжечь		сжечь:V:-:-			
pratidhā	pratiDA	VERB	22	1	предназначит	flag	inflected,unknown	предназначить		предназначить:V:-:-			
pratidhā	pratiDA	VERB	22	2	нацеливается	flag	inflected,unknown	нацеливаться		нацеливаться:V:-:-			
pratidhā	pratiDA	VERB	22	3	вложи	flag	inflected,unknown	вложить		вложить:V:-:-			
pratidhī	pratiDI	noun	2	1	вложена	flag	inflected,unknown	вложенный		вложить:V:-:-			
pratidā	pratidA	VERB	8	1	верну	flag	inflected,unknown	вернуть		вернуть:V:-:-			
pratidā	pratidA	VERB	8	2	дам	flag	inflected_ambiguous,unknown			дать:V:-:-			
pratidṛś	pratidfS	VERB	44	1	показался	flag	inflected,unknown	показаться		показаться:V:-:-			
pratidṛś	pratidfS	VERB	44	2	предвидится	flag	inflected,unknown	предвидеться		предвидеться:V:-:-			
pratidṛś	pratidfS	VERB	44	3	Показалась	flag	inflected,unknown	показаться		показаться:V:-:-			
pratidṛṣṭānta	pratidfzwAnta	NOUN	6	2	контрпримерами	flag	inflected,unknown	контрпример		контрпример:S:-:-			
pratigam	pratigam	VERB	21	1	вернусь	flag	inflected,unknown	вернуться		вернуться:V:-:-			
pratigam	pratigam	VERB	21	2	выступили	flag	inflected,unknown	выступить		выступить:V:-:-			
pratigam	pratigam	VERB	21	3	уходят	flag	inflected,unknown	уходить		уходить:V:-:-			
pratigrah	pratigrah	VERB	350	1	принял	flag	inflected,unknown	принять		принять:V:-:-			
pratigrah	pratigrah	VERB	350	2	приняв	flag	inflected,unknown	принять		принять:V:-:-			
pratigrah	pratigrah	VERB	350	3	перехватил	flag	inflected,unknown	перехватить		перехватить:V:-:-			
pratigrahītṛ	pratigrahItf	ADJ	3	1	возьму	flag	inflected	взять	4	взять:V:4:611.30			
pratigrahītṛ	pratigrahItf	ADJ	3	2	принимает	flag	inflected,unknown	принимать		принимать:V:-:-			
pratigrāhay	pratigrAhay	VERB	8	3	Поднеся	flag	inflected,unknown	поднести		поднести:V:-:-			
pratigrāhi	pratigrAhi	noun	3	2	поднял	flag	inflected,unknown	поднять		поднять:V:-:-			
pratihan	pratihan	VERB	59	1	отразив	flag	inflected,unknown	отразить		отразить:V:-:-			
pratihan	pratihan	VERB	59	2	отразил	flag	inflected,unknown	отразить		отразить:V:-:-			
pratihartṛ	pratihartf	NOUN	4	2	отвращаешь	flag	inflected,unknown	отвращать		отвращать:V:-:-			
pratihary	pratihary	VERB	12	1	стремятся	flag	inflected,unknown	стремиться		стремиться:V:-:-			
pratihary	pratihary	VERB	12	3	принимаешь	flag	inflected,unknown	принимать		принимать:V:-:-			
pratihṛ	pratihf	verb	21	2	завершает	flag	inflected,unknown	завершать		завершать:V:-:-			
pratii	pratii	noun	9	2	возвращается	flag	inflected,unknown	возвращаться		возвращаться:V:-:-			
pratijalp	pratijalp	VERB	3	2	отвечают	flag	inflected,unknown	отвечать		отвечать:V:-:-			
pratijalp	pratijalp	VERB	3	3	размышляла	flag	inflected,unknown	размышлять		размышлять:V:-:-			
pratijñā	pratijYA	VERB	331	1	обещаю	flag	inflected,unknown	обещать		обещать:V:-:-			
pratikram	pratikram	VERB	6	1	подошел	flag	inflected,unknown	подойти		подойти:V:-:-			
pratikram	pratikram	VERB	6	2	пришел	flag	inflected	прийти	4	прийти:V:4:591.06			
pratikram	pratikram	VERB	6	3	придя	flag	inflected	прийти	4	прийти:V:4:591.06			
pratikrośa	pratikroSa	NOUN	2	1	перекликаясь	flag	inflected,unknown	перекликаться		перекликаться:V:-:-			
pratikūla	pratikUla	ADJ	26	2	противоречащая	flag	inflected_ambiguous,unknown			противоречащий:A:-:-			
pratikūla	pratikUla	ADJ	26	3	злобных	flag	inflected,unknown	злобный		злобный:A:-:-			
pratikṛ	pratikf	VERB	29	3	отомсти	flag	inflected,unknown	отомстить		отомстить:V:-:-			
pratikṣaṇam	pratikzaRam	ADV	3	3	непрерывного	flag	inflected,unknown	непрерывный		непрерывный:A:-:-			
pratilabh	pratilaB	VERB	28	1	обретя	flag	inflected,unknown	обрести		обрести:V:-:-			
pratilabh	pratilaB	VERB	28	2	придя	flag	inflected	прийти	4	прийти:V:4:591.06			
pratilabh	pratilaB	VERB	28	3	вернув	flag	inflected,unknown	вернуть		вернуть:V:-:-			
pratilobhay	pratiloBay	VERB	2	1	Помрачив	flag	inflected,unknown	помрачить		помрачить:V:-:-			
pratilobhay	pratiloBay	VERB	2	2	отвергает	flag	inflected,unknown	отвергать		отвергать:V:-:-			
pratiloma	pratiloma	ADJ	14	3	обратном	flag	inflected,unknown	обратный		обратный:A:-:-			
pratima	pratima	ADJ	24	2	подобными	flag	inflected,unknown	подобный		подобный:A:-:-			
pratima	pratima	ADJ	24	3	подобным	flag	inflected,unknown	подобный		подобный:A:-:-			
pratimuc	pratimuc	VERB	40	1	Набрось	flag	inflected,unknown	набросить		набросить:V:-:-			
pratimuc	pratimuc	VERB	40	2	направлю	flag	inflected,unknown	направить		направить:V:-:-			
pratimuc	pratimuc	VERB	40	3	прикрепил	flag	inflected,unknown	прикрепить		прикрепить:V:-:-			
pratimud	pratimud	VERB	2	2	радуешься	flag	inflected,unknown	радоваться		радоваться:V:-:-			
pratimā	pratimA	NOUN	26	1	статую	flag	inflected,unknown	статуя		статуя:S:-:-			
pratimā	pratimA	NOUN	26	2	статуями	flag	inflected,unknown	статуя		статуя:S:-:-			
pratimā	pratimA	NOUN	26	3	подражанием	flag	inflected,unknown	подражание		подражание:S:-:-			
pratimāna	pratimAna	NOUN	35	1	противовесом	flag	inflected,unknown	противовес		противовес:S:-:-			
pratinand	pratinand	VERB	32	1	приветствовал	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
pratinand	pratinand	VERB	32	2	приветствуют	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
pratinand	pratinand	VERB	32	3	встретили	flag	inflected,unknown	встретить		встретить:V:-:-			
pratinanday	pratinanday	VERB	2	1	порадуй	flag	inflected,unknown	порадовать		порадовать:V:-:-			
pratinanday	pratinanday	VERB	2	2	радуя	flag	inflected,unknown	радовать		радовать:V:-:-			
pratinidhi	pratiniDi	NOUN	5	3	представил	flag	inflected,unknown	представить		представить:V:-:-			
pratinivṛt	pratinivft	VERB	5	1	возвращается	flag	inflected,unknown	возвращаться		возвращаться:V:-:-			
pratinivṛt	pratinivft	VERB	5	2	возвратился	flag	inflected,unknown	возвратиться		возвратиться:V:-:-			
pratinivṛt	pratinivft	VERB	5	3	вернувшись	flag	inflected,unknown	вернуться		вернуться:V:-:-			
pratinud	pratinud	VERB	2	1	отталкивая	flag	inflected,unknown	отталкивать		отталкивать:V:-:-			
pratinyas	pratinyas	VERB	2	1	Положил	flag	inflected,unknown	положить		положить:V:-:-			
pratināday	pratinAday	VERB	2	1	воскликнул	flag	inflected,unknown	воскликнуть		воскликнуть:V:-:-			
pratinī	pratinI	noun	4	1	веду	flag	inflected_ambiguous,unknown			вести:V:-:-			
pratinī	pratinI	noun	4	2	платя	flag	inflected,unknown	платить		платить:V:-:-			
pratipad	pratipad	VERB	280	1	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
pratipad	pratipad	VERB	280	2	возьми	flag	inflected	взять	4	взять:V:4:611.30			
pratipad	pratipad	VERB	280	3	ответил	flag	inflected,unknown	ответить		ответить:V:-:-			
pratipakṣa	pratipakza	NOUN	28	3	альтернативных	flag	inflected,unknown	альтернативный		альтернативный:A:-:-			
pratipaś	pratipaS	VERB	11	1	видели	flag	inflected,unknown	видеть		видеть:V:-:-			
pratipaś	pratipaS	VERB	11	2	вижу	flag	inflected,unknown	видеть		видеть:V:-:-			
pratipaś	pratipaS	VERB	11	3	погляди	flag	inflected,unknown	поглядеть		поглядеть:V:-:-			
pratipaṇāyi	pratipaRAyi	noun	2	2	ставку	flag	inflected_ambiguous,unknown			ставка:S:-:-			
pratipiṣ	pratipiz	VERB	5	1	раздавит	flag	inflected,unknown	раздавить		раздавить:V:-:-			
pratipiṣ	pratipiz	VERB	5	2	скачущих	flag	inflected,unknown	скачущий		скакать:V:-:-			
pratiprasava	pratiprasava	NOUN	7	1	свертывании	flag	inflected,unknown	свёртывание		свёртывание:S:-:-			
pratiprasava	pratiprasava	NOUN	7	2	поглощению	flag	inflected,unknown	поглощение		поглощение:S:-:-			
pratipraviś	pratipraviS	VERB	2	1	направился	flag	inflected,unknown	направиться		направиться:V:-:-			
pratiprāś	pratiprAS	NOUN	2	1	возражающего	flag	inflected,unknown	возражающий		возражать:V:-:-			
pratipādaka	pratipAdaka	ADJ	3	3	обосновано	flag	inflected,unknown	обоснованный		обоснованный:V:-:-			
pratipādana	pratipAdana	NOUN	13	3	подобало	flag	inflected,unknown	подобать		подобать:V:-:-			
pratipāday	pratipAday	VERB	76	1	говорится	flag	inflected,unknown	говориться		говориться:V:-:-			
pratipāday	pratipAday	VERB	76	2	исполнено	flag	inflected,unknown	исполненный		исполнить:V:-:-			
pratipāday	pratipAday	VERB	76	3	понимается	flag	inflected,unknown	пониматься		пониматься:V:-:-			
pratipādi	pratipAdi	noun	3	2	описан	flag	inflected,unknown	описанный		описать:V:-:-			
pratipādi	pratipAdi	noun	3	3	раздается	flag	inflected,unknown	раздаваться		раздаваться:V:-:-			
pratipālay	pratipAlay	VERB	13	2	добейся	flag	inflected,unknown	добиться		добиться:V:-:-			
pratipālay	pratipAlay	VERB	13	3	жди	flag	inflected,unknown	ждать		ждать:V:-:-			
pratipātay	pratipAtay	VERB	2	1	повергаю	flag	inflected,unknown	повергать		повергать:V:-:-			
pratipīḍay	pratipIqay	VERB	6	1	погоняя	flag	inflected,unknown	погонять		погонять:V:-:-			
pratipīḍay	pratipIqay	VERB	6	2	потеснив	flag	inflected,unknown	потеснить		потеснить:V:-:-			
pratipūjay	pratipUjay	VERB	48	1	почтив	flag	inflected,unknown	почтить		почтить:V:-:-			
pratipūjay	pratipUjay	VERB	48	2	почтил	flag	inflected,unknown	почтить		почтить:V:-:-			
pratipūjay	pratipUjay	VERB	48	3	приветствовал	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
pratipūji	pratipUji	noun	8	2	ублажал	flag	inflected,unknown	ублажать		ублажать:V:-:-			
pratipūji	pratipUji	noun	8	3	почтив	flag	inflected,unknown	почтить		почтить:V:-:-			
pratipūray	pratipUray	VERB	2	1	наполнил	flag	inflected,unknown	наполнить		наполнить:V:-:-			
pratipṛ	pratipf	VERB	4	1	переполнен	flag	inflected_ambiguous,unknown			переполненный:A:-:-			
pratipṛ	pratipf	VERB	4	2	полными	flag	inflected,unknown	полный		полный:A:-:-			
pratirabh	pratiraB	VERB	2	1	упрямы	flag	inflected,unknown	упрямый		упрямый:A:-:-			
pratirudh	pratiruD	VERB	8	2	ослушника	flag	inflected,unknown	ослушник		ослушник:S:-:-			
pratirudh	pratiruD	VERB	8	3	преградив	flag	inflected,unknown	преградить		преградить:V:-:-			
pratirūpa	pratirUpa	NOUN	24	1	уподобляется	flag	inflected,unknown	уподобляться		уподобляться:V:-:-			
pratirūpa	pratirUpa	NOUN	24	2	подобного	flag	inflected,unknown	подобный		подобный:A:-:-			
pratirūpa	pratirUpa	NOUN	24	3	похожа	flag	inflected,unknown	похожий		похожий:A:-:-			
pratisamādiś	pratisamAdiS	VERB	3	1	Приказав	flag	inflected,unknown	приказать		приказать:V:-:-			
pratisamādiś	pratisamAdiS	VERB	3	2	приказывал	flag	inflected,unknown	приказывать		приказывать:V:-:-			
pratisaṃdhā	pratisaMDA	noun	11	2	вспоминает	flag	inflected,unknown	вспоминать		вспоминать:V:-:-			
pratisaṃdhā	pratisaMDA	noun	11	3	узнает	flag	inflected_ambiguous,unknown			узнать:V:-:-			
pratisaṃhṛ	pratisaMhf	VERB	11	1	опустил	flag	inflected,unknown	опустить		опустить:V:-:-			
pratisaṃhṛ	pratisaMhf	VERB	11	2	сдержи	flag	inflected,unknown	сдержать		сдержать:V:-:-			
pratisaṃhṛ	pratisaMhf	VERB	11	3	отбрось	flag	inflected,unknown	отбросить		отбросить:V:-:-			
pratisaṃhṛṣ	pratisaMhfz	VERB	2	2	обрадованному	flag	inflected,unknown	обрадованный		обрадовать:V:-:-			
pratisaṃkram	pratisaMkram	noun	2	2	поглощается	flag	inflected,unknown	поглощаться		поглощаться:V:-:-			
pratisaṃrabh	pratisaMraB	noun	2	2	разъяренный	flag	inflected_ambiguous,unknown			разъярённый:A:-:-			
pratisaṃveṣṭ	pratisaMvezw	VERB	2	1	сокращается	flag	inflected,unknown	сокращаться		сокращаться:V:-:-			
pratispāśana	pratispASana	noun	2	1	выслеживающего	flag	inflected,unknown	выслеживающий		выслеживать:V:-:-			
pratisvan	pratisvan	VERB	4	1	отозвался	flag	inflected,unknown	отозваться		отозваться:V:-:-			
pratisvan	pratisvan	VERB	4	2	Откликнулись	flag	inflected,unknown	откликнуться		откликнуться:V:-:-			
pratisṛp	pratisfp	VERB	2	1	наступают	flag	inflected,unknown	наступать		наступать:V:-:-			
pratisṛp	pratisfp	VERB	2	2	отодвинувшись	flag	inflected,unknown	отодвинуться		отодвинуться:V:-:-			
prativac	prativac	VERB	242	1	ответил	flag	inflected,unknown	ответить		ответить:V:-:-			
prativac	prativac	VERB	242	2	отвечал	flag	inflected,unknown	отвечать		отвечать:V:-:-			
prativac	prativac	VERB	242	3	сказал	flag	inflected	сказать	5	сказать:V:5:2472.22			
prativad	prativad	noun	13	1	оппонента	flag	inflected,unknown	оппонент		оппонент:S:-:-			
prativad	prativad	noun	13	3	противником	flag	inflected,unknown	противник		противник:S:-:-			
prativaktṛ	prativaktf	ADJ	2	1	отвечу	flag	inflected,unknown	ответить		ответить:V:-:-			
prativas	prativas	VERB	6	1	одевается	flag	inflected,unknown	одеваться		одеваться:V:-:-			
prativas	prativas	VERB	6	2	живет	flag	inflected,unknown	жить		жить:V:-:-			
prativeday	prativeday	VERB	24	1	поведал	flag	inflected,unknown	поведать		поведать:V:-:-			
prativeday	prativeday	VERB	24	2	поднес	flag	inflected,unknown	поднести		поднести:V:-:-			
prativeday	prativeday	VERB	24	3	рассказал	flag	inflected,unknown	рассказать		рассказать:V:-:-			
prativedi	prativedi	noun	2	1	сообщаю	flag	inflected,unknown	сообщать		сообщать:V:-:-			
prativedi	prativedi	noun	2	2	скажешь	flag	inflected	сказать	5	сказать:V:5:2472.22			
prativibudh	prativibuD	VERB	2	1	пробудился	flag	inflected,unknown	пробудиться		пробудиться:V:-:-			
prativibudh	prativibuD	VERB	2	2	очнулись	flag	inflected,unknown	очнуться		очнуться:V:-:-			
pratividhā	prativiDA	VERB	4	1	распорядившись	flag	inflected,unknown	распорядиться		распорядиться:V:-:-			
pratividhā	prativiDA	VERB	4	2	подготовив	flag	inflected,unknown	подготовить		подготовить:V:-:-			
prativyadh	prativyaD	VERB	84	1	пронзил	flag	inflected,unknown	пронзить		пронзить:V:-:-			
prativyadh	prativyaD	VERB	84	3	поразил	flag	inflected,unknown	поразить		поразить:V:-:-			
prativyāhṛ	prativyAhf	VERB	2	1	отвечала	flag	inflected,unknown	отвечать		отвечать:V:-:-			
prativyūh	prativyUh	VERB	15	1	построив	flag	inflected,unknown	построить		построить:V:-:-			
prativākya	prativAkya	NOUN	5	2	ответь	flag	inflected,unknown	ответить		ответить:V:-:-			
prativākya	prativAkya	NOUN	5	3	ответит	flag	inflected,unknown	ответить		ответить:V:-:-			
prativāray	prativAray	VERB	20	1	отразил	flag	inflected,unknown	отразить		отразить:V:-:-			
prativāray	prativAray	VERB	20	2	противостояли	flag	inflected,unknown	противостоять		противостоять:V:-:-			
prativāray	prativAray	VERB	20	3	сдерживал	flag	inflected,unknown	сдерживать		сдерживать:V:-:-			
prativāsay	prativAsay	VERB	2	2	облаченному	flag	inflected,unknown	облачённый		облачить:V:-:-			
prativāsi	prativAsi	noun	4	1	облачившись	flag	inflected,unknown	облачиться		облачиться:V:-:-			
prativāsi	prativAsi	noun	4	2	облачились	flag	inflected,unknown	облачиться		облачиться:V:-:-			
prativāsi	prativAsi	noun	4	3	облаченных	flag	inflected,unknown	облачённый		облачить:V:-:-			
pratiyoddhṛ	pratiyodDf	NOUN	2	2	противника	flag	inflected,unknown	противник		противник:S:-:-			
pratiyodhay	pratiyoDay	VERB	3	1	бились	flag	inflected,unknown	биться		биться:V:-:-			
pratiyodhay	pratiyoDay	VERB	3	3	сражался	flag	inflected,unknown	сражаться		сражаться:V:-:-			
pratiyojay	pratiyojay	VERB	2	1	возмещает	flag	inflected,unknown	возмещать		возмещать:V:-:-			
pratiyudh	pratiyuD	VERB	53	2	сражусь	flag	inflected,unknown	сразиться		сразиться:V:-:-			
pratiyudh	pratiyuD	VERB	53	3	сражу	flag	inflected,unknown	сразить		сразить:V:-:-			
pratiyuj	pratiyuj	noun	3	1	схватываются	flag	inflected,unknown	схватываться		схватываться:V:-:-			
pratiyuj	pratiyuj	noun	3	3	учитывая	flag	inflected,unknown	учитывать		учитывать:V:-:-			
pratiyā	pratiyA	VERB	24	3	утихнут	flag	inflected,unknown	утихнуть		утихнуть:V:-:-			
pratiyāti	pratiyAti	noun	2	1	отпрянули	flag	inflected,unknown	отпрянуть		отпрянуть:V:-:-			
pratiīkṣ	pratiIkz	noun	11	1	ожидая	flag	inflected,unknown	ожидать		ожидать:V:-:-			
pratiśrava	pratiSrava	NOUN	4	3	слову	flag	inflected,unknown	слово		слово:S:-:-			
pratiśru	pratiSru	VERB	54	1	ответил	flag	inflected,unknown	ответить		ответить:V:-:-			
pratiśru	pratiSru	VERB	54	2	обещал	flag	inflected,unknown	обещать		обещать:V:-:-			
pratiśru	pratiSru	VERB	54	3	обещаю	flag	inflected,unknown	обещать		обещать:V:-:-			
pratiśruta	pratiSruta	NOUN	5	1	обещал	flag	inflected,unknown	обещать		обещать:V:-:-			
pratiśruta	pratiSruta	NOUN	5	3	обещании	flag	inflected,unknown	обещание		обещание:S:-:-			
pratiśrutkā	pratiSrutkA	NOUN	3	1	эху	flag	inflected,unknown	эхо		эхо:S:-:-			
pratiśṝ	pratiSF	verb	3	1	отбей	flag	inflected,unknown	отбить		отбить:V:-:-			
pratiśṝ	pratiSF	verb	3	2	размозжи	flag	inflected,unknown	размозжить		размозжить:V:-:-			
pratiṣeddhṛ	pratizedDf	ADJ	2	1	сдерживал	flag	inflected,unknown	сдерживать		сдерживать:V:-:-			
pratiṣeddhṛ	pratizedDf	ADJ	2	2	укрощении	flag	inflected,unknown	укрощение		укрощение:S:-:-			
pratiṣedha	pratizeDa	NOUN	94	3	опровержением	flag	inflected,unknown	опровержение		опровержение:S:-:-			
pratiṣedhay	pratizeDay	VERB	9	1	препятствуют	flag	inflected,unknown	препятствовать		препятствовать:V:-:-			
pratiṣedhay	pratizeDay	VERB	9	2	остановлен	flag	inflected,unknown	остановленный		остановить:V:-:-			
pratiṣedhay	pratizeDay	VERB	9	3	отражал	flag	inflected,unknown	отражать		отражать:V:-:-			
pratiṣidh	pratiziD	VERB	74	1	отрицается	flag	inflected,unknown	отрицаться		отрицаться:V:-:-			
pratiṣidh	pratiziD	VERB	74	3	опровергается	flag	inflected,unknown	опровергаться		опровергаться:V:-:-			
pratiṣṭhā	pratizWA	VERB	406	2	основано	flag	inflected,unknown	основанный		основать:V:-:-			
pratiṣṭhā	pratizWA	VERB	406	3	пребывает	flag	inflected,unknown	пребывать		пребывать:V:-:-			
pratiṣṭhāna	pratizWAna	NOUN	8	2	основано	flag	inflected,unknown	основанный		основать:V:-:-			
pratiṣṭhāpay	pratizWApay	VERB	25	1	устроив	flag	inflected,unknown	устроить		устроить:V:-:-			
pratiṣṭhāpay	pratizWApay	VERB	25	2	установив	flag	inflected,unknown	установить		установить:V:-:-			
pratiṣṭhāpay	pratizWApay	VERB	25	3	воздвигнув	flag	inflected,unknown	воздвигнуть		воздвигнуть:V:-:-			
pratiṣṭhāpi	pratizWApi	noun	3	1	сделано	flag	inflected	сделанный	4	сделать:V:4:786.76			
pratna	pratna	ADJ	78	1	древнего	flag	inflected,unknown	древний		древний:A:-:-			
pratna	pratna	ADJ	78	3	древним	flag	inflected_ambiguous,unknown			древний:A:-:-			
pratoda	pratoda	NOUN	22	3	кнутом	flag	inflected,unknown	кнут		кнут:S:-:-			
pratolī	pratolI	NOUN	3	2	улицами	flag	inflected,unknown	улица		улица:S:-:-			
pratud	pratud	noun	2	1	проталкивается	flag	inflected,unknown	проталкиваться		проталкиваться:V:-:-			
pratyabhijñā	pratyaBijYA	VERB	9	1	Узнаешь	flag	inflected_ambiguous,unknown			узнать:V:-:-			
pratyabhijñā	pratyaBijYA	VERB	9	2	узнаю	flag	inflected_ambiguous,unknown			узнавать:V:-:-			
pratyabhijñā	pratyaBijYA	VERB	9	3	узнает	flag	inflected_ambiguous,unknown			узнать:V:-:-			
pratyabhijñāna	pratyaBijYAna	NOUN	9	3	узнает	flag	inflected_ambiguous,unknown			узнать:V:-:-			
pratyabhinand	pratyaBinand	VERB	2	1	радуется	flag	inflected,unknown	радоваться		радоваться:V:-:-			
pratyabhiprasthā	pratyaBiprasTA	VERB	2	1	отправился	flag	inflected,unknown	отправиться		отправиться:V:-:-			
pratyagātman	pratyagAtman	noun	5	1	свою	flag	inflected	свой	5	свой:A:5:4583.32			
pratyah	pratyah	VERB	11	1	отвечает	flag	inflected,unknown	отвечать		отвечать:V:-:-			
pratyah	pratyah	VERB	11	2	спросил	flag	inflected,unknown	спросить		спросить:V:-:-			
pratyah	pratyah	VERB	11	3	ответил	flag	inflected,unknown	ответить		ответить:V:-:-			
pratyaham	pratyaham	ADV	10	3	покоя	flag	inflected_ambiguous,unknown			покой:S:-:-			
pratyakṣatas	pratyakzatas	ADV	8	2	чувствами	flag	inflected,unknown	чувство		чувство:S:-:-			
pratyakṣatva	pratyakzatva	noun	6	2	воспринимаемы	flag	inflected,unknown	воспринимаемый		воспринимать:V:-:-			
pratyakṣatva	pratyakzatva	noun	6	3	зримы	flag	inflected,unknown	зримый		зримый:A:-:-			
pratyamitra	pratyamitra	NOUN	13	1	врагов	flag	inflected,unknown	враг		враг:S:-:-			
pratyamitra	pratyamitra	NOUN	13	2	противника	flag	inflected,unknown	противник		противник:S:-:-			
pratyanantara	pratyanantara	ADJ	8	1	родственнику	flag	inflected,unknown	родственник		родственник:S:-:-			
pratyanta	pratyanta	NOUN	2	1	окраин	flag	inflected,unknown	окраина		окраина:S:-:-			
pratyanunī	pratyanunI	ind	4	2	заклинаю	flag	inflected,unknown	заклинать		заклинать:V:-:-			
pratyapāya	pratyapAya	noun	2	1	перебежал	flag	inflected,unknown	перебежать		перебежать:V:-:-			
pratyapāya	pratyapAya	noun	2	2	перешел	flag	inflected,unknown	перейти		перейти:V:-:-			
pratyarcay	pratyarcay	VERB	6	1	приветствовал	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
pratyarcay	pratyarcay	VERB	6	2	почтили	flag	inflected,unknown	почтить		почтить:V:-:-			
pratyarcay	pratyarcay	VERB	6	3	почитает	flag	inflected,unknown	почитать		почитать:V:-:-			
pratyarpay	pratyarpay	VERB	2	1	обратив	flag	inflected,unknown	обратить		обратить:V:-:-			
pratyarpay	pratyarpay	VERB	2	2	воздав	flag	inflected,unknown	воздать		воздать:V:-:-			
pratyarpi	pratyarpi	noun	2	1	ударил	flag	inflected,unknown	ударить		ударить:V:-:-			
pratyarpi	pratyarpi	noun	2	2	вернет	flag	inflected,unknown	вернуть		вернуть:V:-:-			
pratyarthi	pratyarTi	noun	5	3	ответчика	flag	inflected,unknown	ответчик		ответчик:S:-:-			
pratyas	pratyas	VERB	3	2	швыряю	flag	inflected,unknown	швырять		швырять:V:-:-			
pratyas	pratyas	VERB	3	3	бросит	flag	inflected,unknown	бросить		бросить:V:-:-			
pratyastamaya	pratyastamaya	noun	2	1	прекращается	flag	inflected,unknown	прекращаться		прекращаться:V:-:-			
pratyavahāray	pratyavahAray	VERB	2	1	прекратили	flag	inflected,unknown	прекратить		прекратить:V:-:-			
pratyavasthā	pratyavasTA	noun	8	1	опровергнут	flag	inflected,unknown	опровергнутый		опровергнуть:V:-:-			
pratyavasthā	pratyavasTA	noun	8	3	существуют	flag	inflected,unknown	существовать		существовать:V:-:-			
pratyavasthāna	pratyavasTAna	NOUN	19	2	опровержений	flag	inflected,unknown	опровержение		опровержение:S:-:-			
