lemma	nkrya_pos	gloss_rows
придать	V	2
прижать	V	2
призыв-состязание	S	2
призывание	S	2
прийтись	V	2
прикасаться	V	2
приключиться	V	2
прил	S	2
приложить	V	2
прильнуть	V	2
применяться	V	2
примириться	V	2
примкнуть	V	2
примчаться	V	2
приникать	V	2
принуждение	S	2
приоритетность	S	2
припас	S	2
приподнять	V	2
припомнить	V	2
приправа	S	2
присваивать	V	2
присвоить	V	2
присматривать	V	2
присоединение	S	2
приставать	V	2
притворный	A	2
приумножить	V	2
прихлебатель	S	2
причинность	S	2
причинный	A	2
причитание	S	2
пришибить	V	2
пробор	S	2
провалиться	V	2
провиниться	V	2
провозглашение	S	2
проглядеть	V	2
продлевать	V	2
продолжительность	S	2
проехать	V	2
проживать	V	2
прозрачный	A	2
прозревать	V	2
проиграть	V	2
произволение	S	2
произношение	S	2
прокалывание	S	2
проламывать	V	2
пролетать	V	2
проливный	A	2
проложить	V	2
промахнуться	V	2
промыть	V	2
проницательный	A	2
проницать	V	2
пропасть	V	2
пропоститься	V	2
прорваться	V	2
пророк	S	2
прорываться	V	2
просверлить	V	2
просветление	S	2
просвещение	S	2
прославляться	V	2
проследовать	V	2
просома	S	2
простодушие	S	2
пространный	A	2
противоборствующий	A	2
противовес	S	2
противоположность	S	2
противоядие	S	2
протяжение	S	2
процедить	V	2
процесс	S	2
прочитать	V	2
прощаться	V	2
прядь	S	2
прямолететь	V	2
прямота	S	2
псевдоаргумент	S	2
пссс	S	2
птенец	S	2
птицелов	S	2
птичка	S	2
пулинд	S	2
пунарнав	S	2
пуннагой	A	2
пупочный	A	2
пустовать	V	2
путешественник	S	2
путрия	S	2
пчелиный	A	2
пшеничный	A	2
пятицветной	A	2
равнозначный	A	2
равняться	V	2
раджание	S	2
радуга	S	2
разбиваться	V	2
разбираться	V	2
развести	V	2
разветвляться	V	2
развеять	V	2
развивать	V	2
развитой	A	2
развратница	S	2
развязать	V	2
развязывание	S	2
развязывать	V	2
развёртывать	V	2
разглашать	V	2
разговаривать	V	2
раздвигать	V	2
разделиться	V	2
раздельно	ADV	2
раздражить	V	2
разинуть	V	2
разламывать	V	2
разлететься	V	2
разлив	S	2
разливательный	A	2
разливаться	V	2
различимый	A	2
различительный	A	2
различно	ADV	2
разложиться	V	2
разместить	V	2
размозжить	V	2
размытый	A	2
разница	S	2
разносить	V	2
разноситься	V	2
разнять	V	2
разодрать	V	2
разорваться	V	2
разорение	S	2
разорять	V	2
разостлать	V	2
разрезание	S	2
разузнать	V	2
разъезжать	V	2
разъяриться	V	2
разъяснительный	A	2
разъясняться	V	2
рама	S	2
раматх	S	2
ранка	S	2
раскладывать	V	2
раскол	S	2
раскопать	V	2
раскрывать	V	2
раскрываться	V	2
раскрытие	S	2
распевать	V	2
расплыться	V	2
расплющивать	V	2
распознавать	V	2
распоряжаться	V	2
расправиться	V	2
распределять	V	2
распростереть	V	2
рассердиться	V	2
рассечение	S	2
рассеянный	A	2
рассмотрение	S	2
расспрашивать	V	2
расставить	V	2
расстелить	V	2
расступиться	V	2
растерзать	V	2
растерянность	S	2
растирание	S	2
растопить	V	2
растравлять	V	2
растрепать	V	2
растянутый	A	2
растянуться	V	2
расхождение	S	2
расчленитель	S	2
расширять	V	2
расщепить	V	2
расщеплять	V	2
ратник	S	2
ратхина	S	2
реализоваться	V	2
ревность	S	2
редакция	S	2
редиска	S	2
редко	ADV	2
режущий	A	2
резать	V	2
резчик	S	2
религиозно	ADV	2
речистый	A	2
решаться	V	2
решительно	ADV	2
реять	V	2
ристалище	S	2
ритуал	S	2
ритуальный	A	2
ровесник	S	2
ровъ	S	2
родинка	S	2
рожать	V	2
роженица	S	2
розга	S	2
розовый	A	2
рой	S	2
роковой	A	2
роса	S	2
роскошный	A	2
ростовщичество	S	2
рубашка	S	2
ругань	S	2
ругательство	S	2
руда	S	2
рудник	S	2
рукоятка	S	2
руль	S	2
рупадживой	A	2
рухнуть	V	2
ручеёк	S	2
рывок	S	2
рыло	S	2
саданва	S	2
саманадхикарание	S	2
саманьять	V	2
самодовольный	A	2
самоистязание	S	2
самообуздать	V	2
самоотверженный	A	2
самосветящийся	A	2
самостоятельный	A	2
самоцвет	S	2
санкхие	S	2
санньясин	S	2
сансарный	A	2
санскрит	S	2
санъям	S	2
саптапарный	A	2
сарай	S	2
саран	S	2
саранча	S	2
сарджака	S	2
сарива	S	2
саттво	S	2
сахакара	S	2
сахарный	A	2
сбиваться	V	2
сблизиться	V	2
сбруя	S	2
свадхиштхан	S	2
сватовство	S	2
сверлитель	S	2
свернуться	V	2
сверхчеловеческий	A	2
сверхчувственный	A	2
свершать	V	2
свершить	V	2
светло	ADV	2
светложёлтый	A	2
светлопламенный	A	2
светлячок	S	2
светозарный	A	2
светоносный	A	2
свидетельствовать	V	2
свинья	S	2
своевременно	ADV	2
своенравный	A	2
сворачивать	V	2
связный	A	2
святыня	S	2
свящий	A	2
свёртывание	S	2
сгонять	V	2
сгорать	V	2
сдавить	V	2
сдерживание	S	2
сдуть	V	2
сезамовый	A	2
сей	A	2
секрет	S	2
секта	S	2
сельдерей	S	2
семиглавый	A	2
семикратное	S	2
семичленный	A	2
серебряный	A	2
серьёзный	A	2
сеча	S	2
сжаться	V	2
сиддх	S	2
сиддхи	S	2
синхронный	A	2
скверна	S	2
скворец	S	2
складка	S	2
складывать	V	2
скользить	V	2
скорбный	A	2
скорлупа	S	2
скреп	S	2
скрести	V	2
скрестить	V	2
скрещивать	V	2
скрип	S	2
скромно	ADV	2
скрытно	ADV	2
скрыться	V	2
скряга	S	2
скупость	S	2
слабосильный	A	2
слабоумие	S	2
славиться	V	2
славословие	S	2
слагать	V	2
сладкоголосый	A	2
сладкоязычный	A	2
следование	S	2
слепец	S	2
слепнуть	V	2
слепота	S	2
слетать	V	2
слизывать	V	2
сложение	S	2
сложённый	A	2
случайный	A	2
слушаться	V	2
смена	S	2
смердеть	V	2
смертельно	ADV	2
сметь	V	2
смиловаться	V	2
смирять	V	2
смола	S	2
смотритель	S	2
смутиться	V	2
смутный	A	2
смущаться	V	2
смывать	V	2
снатака	S	2
снедать	V	2
снизойти	V	2
снисходительный	A	2
со-присутствие	S	2
собирание	S	2
соблазнитель	S	2
совершеннолетний	A	2
совокупление	S	2
согласовать	V	2
соглашаться	V	2
согнутый	A	2
содержаться	V	2
содержитъ	S	2
содрогнуться	V	2
содружество	S	2
созревать	V	2
соизволение	S	2
соитие	S	2
сократиться	V	2
сокращать	V	2
сокращаться	V	2
сокращение	S	2
сокрушаться	V	2
соломенный	A	2
сооружать	V	2
соразмерный	A	2
соревнование	S	2
сорт	S	2
сосать	V	2
соседка	S	2
соседний	A	2
соска	S	2
сосредоточенность	S	2
состариться	V	2
сосчитать	V	2
сотенная	S	2
сотенный	A	2
сотенный	S	2
сотрясение	S	2
соученик	S	2
софистика	S	2
сочетание	S	2
сочинение	S	2
сочувствие	S	2
союзничество	S	2
спадать	V	2
спелый	A	2
спешно	ADV	2
сплести	V	2
спутница	S	2
сражать	V	2
срединный	A	2
ссориться	V	2
ст	S	2
стадия	S	2
старательный	A	2
старить	V	2
старшинство	S	2
статус	S	2
статуя	S	2
стельный	A	2
стенание	S	2
степной	A	2
стерпеть	V	2
стеснённость	S	2
стихотворение	S	2
стократно	ADV	2
стоп	S	2
страдательный	A	2
страшить	V	2
стремглав	ADV	2
стремить	V	2
строитель	S	2
строить	V	2
стройность	S	2
стружка	S	2
структура	S	2
стряхивать	V	2
стряхнуть	V	2
стул	S	2
ступа	S	2
ступить	V	2
стыдливость	S	2
сувасантак	S	2
сувирак	S	2
суд	S	2
судорога	S	2
суетливый	A	2
султан	S	2
супружеский	A	2
супружество	S	2
суран	S	2
сухостой	S	2
сушить	V	2
схватываться	V	2
съехаться	V	2
сыворотка	S	2
сыграть	V	2
сын-герой	S	2
сынок	S	2
сыпать	V	2
тавтология	S	2
тагар	S	2
таиться	V	2
тайком	ADV	2
таковой	A	2
такт	S	2
талый	A	2
тамаленький	A	2
таможня	S	2
тантакриччхра	S	2
тапатие	S	2
таранта	S	2
твердить	V	2
тележка	S	2
телок	S	2
телячий	A	2
темница	S	2
теперешний	A	2
теплиться	V	2
тереться	V	2
терпимость	S	2
тесно	ADV	2
тесный	A	2
техника	S	2
тешить	V	2
тешиться	V	2
тилак	S	2
тиртхи	S	2
тихо	ADV	2
тишь	S	2
ткать	V	2
тмин	S	2
толкователь	S	2
толковать	V	2
толочь	V	2
толстый	A	2
толчок	S	2
торжество	S	2
торжествовать	V	2
торопиться	V	2
тот-то	A	2
точный	A	2
тощий	A	2
травинка	S	2
трансформация	S	2
тратить	V	2
тревожиться	V	2
трехглавый	A	2
трехгорбый	A	2
трехногий	A	2
тригарт	S	2
тритсу	S	2
триумфальный	A	2
триштубха	S	2
трогать	V	2
троица	S	2
тройка	S	2
тройственный	A	2
тропа	S	2
тропинка	S	2
трудноодолимый	A	2
трудолюбие	S	2
трусливый	A	2
тръяруно	S	2
трястись	V	2
тугрийский	A	2
туловище	S	2
туманный	A	2
тучный	A	2
тщеславный	A	2
тыквенный	A	2
тысячеглазый	A	2
тысячелетний	A	2
тысячецветный	A	2
тяжущийся	S	2
тянутый	A	2
тёмно-синий	A	2
тёплый	A	2
убежать	V	2
убеждение	S	2
убийственный	A	2
ублаготворять	V	2
ублажить	V	2
увезти	V	2
уверенный	A	2
увеселение	S	2
увечный	A	2
увечье	S	2
увить	V	2
увлажняться	V	2
увлекаться	V	2
увлечь	V	2
угадывать	V	2
углубиться	V	2
углубление	S	2
угнести	V	2
уговаривать	V	2
угодить	V	2
угол	S	2
удаление	S	2
удалить	V	2
ударение	S	2
ударять	V	2
удать	V	2
удаться	V	2
удивить	V	2
удовольство	S	2
удостоить	V	2
ужалить	V	2
уздечка	S	2
узость	S	2
узы	S	2
указ	S	2
указанный	A	2
указующий	A	2
уклон	S	2
уклонение	S	2
уклониться	V	2
украдкой	ADV	2
укрепляться	V	2
улыбнуться	V	2
умащаться	V	2
умащение	S	2
умение	S	2
уменьшить	V	2
умерщвлять	V	2
умирающий	A	2
умиротворение	S	2
умозаключение	S	2
умомъ	S	2
умчать	V	2
умчаться	V	2
умыть	V	2
унизить	V	2
упасад	S	2
упереться	V	2
упование	S	2
упоение	S	2
уполномоченный	A	2
упоминание	S	2
упорный	A	2
употребить	V	2
употребляться	V	2
упрашивать	V	2
упрямство	S	2
упущение	S	2
упырих	S	2
уравновешенность	S	2
ураганный	A	2
урок	S	2
ус	S	2
усиленный	A	2
ускоренный	A	2
усладительный	A	2
условный	A	2
усложнение	S	2
усмирять	V	2
уснуть	V	2
усомниться	V	2
успокаиваться	V	2
уставить	V	2
устало	ADV	2
устанавливаться	V	2
установка	S	2
устилать	V	2
устранитель	S	2
устраняться	V	2
устрашающий	A	2
уступить	V	2
устыдиться	V	2
усыплять	V	2
утверждать	V	2
утверждаться	V	2
утерять	V	2
утеха	S	2
утешение	S	2
утихнуть	V	2
утоление	S	2
утолить	V	2
участие	S	2
учебник	S	2
ученичество	S	2
учинить	V	2
ушастый	A	2
ушир	S	2
ущелие	S	2
ущербный	A	2
фактор	S	2
фигуральный	A	2
физический	A	2
фиксация	S	2
философия	S	2
хара	S	2
характеризоваться	V	2
харидра	S	2
харита	S	2
харитака	S	2
хвалить	V	2
хвастаться	V	2
хвастовство	S	2
хватание	S	2
хватка	S	2
хитрец	S	2
хладный	A	2
хмана	S	2
хмурить	V	2
хмуриться	V	2
хозяйственный	A	2
холм	S	2
хотеться	V	2
храбрость	S	2
хранение	S	2
хранилище	S	2
хром	S	2
царапать	V	2
цветение	S	2
целительный	A	2
ценный	A	2
центр	S	2
цепенеть	V	2
цеплять	V	2
цимбала	S	2
цыкнуть	V	2
чадолюбивый	A	2
чандал	S	2
чандать	V	2
чара	S	2
чарана	S	2
чародей	S	2
частичный	A	2
чатурмасие	S	2
чашечка	S	2
чашка	S	2
чваниться	V	2
чек	S	2
человечество	S	2
человый	A	2
челядь	S	2
черепаховый	A	2
черноволосый	A	2
чертить	V	2
чеснок	S	2
честность	S	2
честный	A	2
честь	V	2
четырехглазый	A	2
четырехрукий	A	2
четырехугольный	A	2
чистокровный	A	2
чихать	V	2
чихнуть	V	2
членопоклонник	S	2
что-л	S	2
что-то	ADV	2
чудовище	S	2
чудовищный	A	2
чудом	ADV	2
чучуп	S	2
чётки	S	2
шабар	S	2
шакть	S	2
шала	S	2
шальвийский	A	2
шарнг	S	2
шатагхнуть	V	2
шатапушп	S	2
шафрановый	A	2
шветамбар	S	2
шейка	S	2
шейный	A	2
шелковица	S	2
шерстяной	A	2
шестидесятилетний	A	2
шиншап	S	2
ширма	S	2
широкоплечий	A	2
широкошагать	V	2
шить	V	2
шлифовальщик	S	2
шлка	S	2
шность	S	2
шраддха	S	2
шрам	S	2
шуканас	S	2
шурасен	S	2
шёлк	S	2
шёпотом	ADV	2
щёлочь	S	2
экскремент	S	2
эрудиция	S	2
юга	S	2
юница	S	2
ююба	S	2
яблоня	S	2
явана	S	2
явление	S	2
яджень-яджние	S	2
яджний	A	2
яджняяджние	S	2
яджус	S	2
ядро	S	2
язва	S	2
язвительный	A	2
яичко	S	2
як	S	2
якша	S	2
якшинить	V	2
яростно	ADV	2
ясновидение	S	2
ясноликать	V	2
ёж	S	2
абхасвара	S	1
абхир	S	1
абхисар	S	1
абхисать	V	1
абхишава	S	1
абхишах	S	1
авабхритх	S	1
аваскава	S	1
авиддхи	S	1
авимудхи	S	1
авторитетность	S	1
агнидха	S	1
агнихотереть	V	1
агнихотрина	S	1
агньядхей	S	1
агуру	S	1
агхара	S	1
агхашов	S	1
адамбар	S	1
адарасрить	V	1
адвайта-веданта	S	1
аджамидх	S	1
аджей	S	1
адхак	S	1
адхака	S	1
адхияджник	S	1
азартный	A	1
аккуратно	ADV	1
акт	S	1
активно	ADV	1
акшисантарджан	S	1
алаба	S	1
аласало	S	1
алганда	S	1
аллея	S	1
аллитерация	S	1
алмазный	A	1
алойный	A	1
алчба	S	1
алчно	ADV	1
алчный	A	1
ама	S	1
амбар	S	1
амбаштх	S	1
амбаштхи	S	1
амра	S	1
анализ	S	1
анальный	A	1
анартовый	A	1
анвахарий	A	1
английский	A	1
анджалика	S	1
андхаки	A	1
андхров	S	1
аникини	S	1
антардхан	S	1
антилопий	A	1
антилоповыя	S	1
антьявасайина	S	1
анувьякхьяный	A	1
анудатта	S	1
ануштубх	S	1
ануштубхий	A	1
аорист	S	1
апамарга	S	1
апана	S	1
апариграха	S	1
апасавие	S	1
апатия	S	1
апереть	V	1
аппетитный	A	1
апсарь	S	1
ар	S	1
ара	S	1
арагарат	S	1
арай	S	1
арапать	V	1
араттами	S	1
аргументация	S	1
аргхие	S	1
аргхью	S	1
арджуня	S	1
арий	S	1
аримёд	S	1
ароматъ	S	1
арсенал	S	1
артикуляция	S	1
артхавад	S	1
артхавадать	V	1
арша	S	1
асана	S	1
аскетичный	A	1
ассимиляция	S	1
астеть	V	1
астма	S	1
астра	S	1
астра-мантра	S	1
астрология	S	1
асури	S	1
асурический	A	1
асут	S	1
асьямодак	S	1
атаковать	V	1
атикриччхра	S	1
атимуктак	S	1
атиратереть	V	1
атиратра	S	1
атиччхандас	S	1
атм	S	1
атмаруха	S	1
атомарность	S	1
атрибут	S	1
атрибутировать	V	1
атрина	S	1
атриновый	A	1
атхарва-ширас	S	1
аффикс	S	1
ахина	S	1
ахук	S	1
ахут	S	1
ахуть	V	1
ашани	S	1
ашвагандх	S	1
ашвагандхи	S	1
ашвамедх	S	1
ашвамедху	S	1
ашваттх	S	1
ашваттхи	S	1
ашваюдж	S	1
ашмак	S	1
ашмантака	S	1
ашоковый	A	1
ашунг	S	1
аюрведа	S	1
багряный	A	1
бадья	S	1
база	S	1
балак	S	1
балас	S	1
балкон	S	1
балхик	S	1
банановъ	S	1
бандхуджив	S	1
бандхуджива	S	1
бандхук	S	1
банщик	S	1
барабан-адамбару	S	1
барабан-диндима	S	1
барабан-патаха	S	1
барабанщик	S	1
барбар	S	1
бархат	S	1
бахвальство	S	1
бахишпаваман	S	1
бахлик	S	1
бахупадик	S	1
башенка	S	1
башмак	S	1
баюкать	V	1
бд	S	1
бдение	S	1
бдеть	V	1
бегун	S	1
бедность	S	1
бедный	S	1
бедствовать	V	1
безбожие	S	1
безбожник	S	1
безболезненно	ADV	1
безбоязненно	ADV	1
безвестный	A	1
безветренный	A	1
безветреный	A	1
безвкусный	A	1
безвладычный	A	1
безвозвратно	ADV	1
безвозмездно	ADV	1
безволосый	A	1
безвольный	A	1
безвредно	ADV	1
безвыходность	S	1
безглазый	A	1
безгранично	ADV	1
бездейственный	A	1
бездеятельный	A	1
бездомность	S	1
бездорожный	A	1
бездорожье	S	1
бездымно	ADV	1
бездымный	A	1
безжалостность	S	1
безжизненно	ADV	1
беззаботный	A	1
беззаветно	ADV	1
беззвучно	ADV	1
беззубый	A	1
безликий	A	1
безмолвие	S	1
безмыслие	S	1
безмятежность	S	1
безнадёжность	S	1
безнаказанный	A	1
безнравственный	A	1
безобъектный	A	1
безопасно	ADV	1
безостаточность	S	1
безотказный	A	1
безпеченъ	S	1
безпрестанный	A	1
безрассудно	ADV	1
безрассудство	S	1
безродный	A	1
безропотно	ADV	1
безсильно	ADV	1
безслава	S	1
безсмерт	S	1
безудержно	ADV	1
безумствовать	V	1
безчеловый	A	1
безчесть	V	1
беканат	S	1
белеть	V	1
белозубый	A	1
белок	S	1
белоспинный	A	1
белый-чёрный	A	1
бережно	ADV	1
беременная	S	1
берестяной	A	1
беречь	V	1
берёза	S	1
бес	S	1
бескачественность	S	1
бескоровный	A	1
бескрылый	A	1
беспамятность	S	1
бесплечего	ADV	1
бесплотный	A	1
беспокоиться	V	1
бесполезно	ADV	1
беспомощность	S	1
беспорядочно	ADV	1
беспорядочный	A	1
беспощадность	S	1
беспредельность	S	1
беспредметный	A	1
беспрепятственный	A	1
беспрерывный	A	1
беспримесный	A	1
беспричинность	S	1
бесприютный	A	1
бессветном	S	1
бессвязный	A	1
бессильно	ADV	1
бесславно	ADV	1
бессмысленно	ADV	1
бессмысленный	A	1
бессмыслица	S	1
бессовестный	A	1
бессознательный	A	1
бессолнечный	A	1
бесстрастно	ADV	1
бесстыдно	ADV	1
бесстыдство	S	1
бессубстратный	A	1
бессущностный	A	1
бессчётный	A	1
бессыновность	S	1
бестолковый	A	1
бестрепетный	A	1
бесхитростно	ADV	1
бесхитростность	S	1
бесцветно	ADV	1
бесцветный	A	1
бесцельный	A	1
бесчастность	S	1
бесчестить	V	1
бешеный	A	1
билва	S	1
биллион	S	1
бинд	S	1
битьё	S	1
благовещающий	A	1
благовидный	A	1
благовоспитанность	S	1
благоговейный	A	1
благодатнопламенный	A	1
благодать	S	1
благозвучие	S	1
благозвучный	A	1
благомыслящий	A	1
благополучно	ADV	1
благоприятствуемый	A	1
благоразумие	S	1
благоразумный	A	1
благорасположенный	A	1
благословление	S	1
блаженно	ADV	1
блаженствовать	V	1
блевать	V	1
бледнеть	V	1
бледно-красный	A	1
близорукий	A	1
близь	S	1
блуждание	S	1
бог-близнец	S	1
богато	ADV	1
боги-и-людить	V	1
боговидец	S	1
бодхисатва	S	1
божественный	S	1
божество-хранитель	S	1
божок	S	1
боковой	A	1
бол	S	1
болезнетворный	A	1
болотный	A	1
болтать	V	1
болтливость	S	1
больно	ADV	1
больша	S	1
большеберцовый	A	1
большеголовый	A	1
большинство	S	1
боров	S	1
бородатый	A	1
бородач	S	1
боязнь	S	1
боёк	S	1
браниться	V	1
братоубийственный	A	1
брахма-ракшас	S	1
брахманджать	V	1
брахмано-кшатрийский	A	1
брахманоубийца	S	1
брахману-и-кшатрия	S	1
брахмаракшаса	S	1
брахмаракшасами	ADV	1
брахмарандр	S	1
брахмариш	S	1
брахмасаттроить	V	1
брахмачарь	S	1
брахмаширас	S	1
брахмие	S	1
бренность	S	1
бренный	A	1
бренчание	S	1
бренчать	V	1
брешь	S	1
бритоголовый	A	1
брить	V	1
брихад	S	1
брихата	S	1
брихатить	V	1
брихатпхать	V	1
бровь-лиана	S	1
бродяжничество	S	1
бродячий	A	1
бросание	S	1
бросятъ	S	1
брус	S	1
брыкаться	V	1
брюхатый	A	1
брюшной	A	1
бряцать	V	1
бубенец	S	1
буддист	S	1
буддхи-йога	S	1
буйволин	A	1
буйволица	S	1
буйство	S	1
буква-матрица	S	1
буквальный	A	1
буквенность	S	1
бунтовать	V	1
бурелом	S	1
бурый	A	1
бурёнушка	S	1
бутыль	S	1
бушевание	S	1
бхадракар	S	1
бхакть	S	1
бхакть-йог	S	1
бхан	S	1
бхандир	S	1
бхаратийский	A	1
бхед-абхеда	S	1
бхригуид	S	1
бхринг	S	1
бывший	A	1
бык-бхарата	S	1
бык-дваждырожденный	S	1
бык-инд	S	1
было-и-чтый	A	1
быстренько	ADV	1
быстроконный	A	1
быстрокопытный	A	1
быстрорукий	A	1
бытие-сознание-блаженство	S	1
бытием-сознанием-блаженство	S	1
вавата	S	1
вагха	S	1
вагховый	A	1
вадав	S	1
ваджапея	S	1
ваджравалли	S	1
ваджроподобный	A	1
ваетъ	S	1
важность	S	1
ваза	S	1
вайрагие	S	1
вайшья	S	1
валакхилие	S	1
валакхильев	S	1
вамадевий	A	1
ванапрастхи	S	1
ванг	S	1
вандан	S	1
ванджулак	S	1
вандина	S	1
ваннымъ	S	1
вариант	S	1
вармаки	S	1
вармаковый	A	1
варьировать	V	1
васантить	V	1
васати	S	1
васатиец	S	1
вастрап	S	1
ватадхан	S	1
ватик	S	1
ватикрит	S	1
ватсап	S	1
вашить	V	1
вающий	A	1
ваявие	S	1
ввергать	V	1
вверху	ADV	1
ввечеру	ADV	1
вгрызаться	V	1
вдавить	V	1
вдвоём	ADV	1
вдохновительница	S	1
вдыхание	S	1
веданг-шастр	S	1
ведомо	S	1
ведро	S	1
ведро-кадка	S	1
веерообразный	A	1
вежливость	S	1
вездесущность	S	1
везение	S	1
веко	S	1
вековечный	A	1
вековой	A	1
великан	S	1
великий-великий	A	1
великодушие	S	1
великол	S	1
великомощный	A	1
великославный	A	1
великостить	V	1
великость	S	1
величество	S	1
венуп	S	1
венценосный	A	1
венчик	S	1
верблюжатина	S	1
верблюжий	A	1
верить	V	1
вериться	V	1
верующий	A	1
верховой	A	1
весло-нога	S	1
весомый	A	1
вестница	S	1
весть	S	1
весы	S	1
ветас	S	1
ветвиться	V	1
ветерок	S	1
веточка	S	1
веточка-рука	S	1
веха	S	1
вечернихъ	S	1
вещать	V	1
вещий	A	1
веяние	S	1
взад	ADV	1
взаимный	A	1
взаимодействовать	V	1
взаимоналожение	S	1
взаимоотрицание	S	1
взбаламутить	V	1
взбалтыватель	S	1
взбалтывать	V	1
взбираться	V	1
взболтать	V	1
взбушеваться	V	1
взвесить	V	1
взвешивать	V	1
взвеяться	V	1
взвиваться	V	1
взвыть	V	1
взглядомъ	S	1
взглядъ	S	1
вздрагивать	V	1
вздрогнетъ	S	1
вздутие	S	1
вздыбиться	V	1
вздыбление	S	1
взимание	S	1
взиматься	V	1
взлезать	V	1
взмахнуть	V	1
взобраться	V	1
взоръ	S	1
взращивание	S	1
взрослый	S	1
взрывать	V	1
взрыхлять	V	1
взыскать	V	1
взятка	S	1
взяточник	S	1
взяться	V	1
вибрировать	V	1
вибхидак	S	1
вибхитака	S	1
вигхас	S	1
вигхасоя	S	1
видари	S	1
видех	S	1
видимо	ADV	1
видрадхи	S	1
видрити	S	1
видти	V	1
видящий	A	1
визуальный	A	1
вика	S	1
викальпа	S	1
виканкат	S	1
викарма	S	1
викарный	A	1
викас	S	1
виклинда	S	1
вилиптить	V	1
вилохит	S	1
вимардан	S	1
вимарш	S	1
виноватый	A	1
виновный	S	1
виноград	S	1
вира	S	1
вирак	S	1
вираматсьев	S	1
вирасана	S	1
висалпак	S	1
висалпаки	ADV	1
висковъ	S	1
виснуть	V	1
висок	S	1
висячий	A	1
витастить	V	1
виться	V	1
вихо	S	1
вихрастый	A	1
вичара	S	1
вишешить	V	1
вишкандх	S	1
вишкандха	S	1
вишкандхи	S	1
вишошана	S	1
вкладывать	V	1
вкруг	ADV	1
вкусовой	A	1
влагать	V	1
влагоносный	A	1
владыка-якша	S	1
владычность	S	1
владычный	A	1
властительница	S	1
властолюбивый	A	1
влачить	V	1
влачиться	V	1
влезание	S	1
влечение-отвращение	S	1
влить	V	1
влиятельный	A	1
влюбиться	V	1
вместить	V	1
вместиться	V	1
вмешиваться	V	1
вневербальный	A	1
внемлютый	A	1
внемлющий	A	1
вносить	V	1
внутренне	ADV	1
внутрисердечный	A	1
внучка	S	1
внушительный	A	1
внятный	A	1
внять	V	1
вовлекать	V	1
вовлечь	V	1
вовсе	ADV	1
вогнать	V	1
вода-сура	S	1
водворение	S	1
водительница	S	1
водиться	V	1
водовоз	S	1
водонепроницаемый	A	1
водоросль	S	1
водочерпальный	A	1
водружение	S	1
водянистый	A	1
водяной	A	1
возбуждённость	S	1
возвеличиться	V	1
возвещаться	V	1
возвещение	S	1
возводиться	V	1
возвыситься	V	1
возвышать	V	1
возвышенный	A	1
воздание	S	1
воздвижение	S	1
воздержаться	V	1
воздыхан	S	1
воздыхание	S	1
возжигание	S	1
возжигатель	S	1
возжигать	V	1
возжигаться	V	1
воззреть	V	1
возлагать	V	1
возливать	V	1
возликовать	V	1
возлить	V	1
возмещать	V	1
вознаграждать	V	1
вознесение	S	1
возобладать	V	1
возобновить	V	1
возобновление	S	1
возомнить	V	1
возродить	V	1
возрождаться	V	1
возрождение	S	1
возрыдать	V	1
возсоздать	V	1
возстановить	V	1
воитель-герой	S	1
вой	S	1
волнахъ	S	1
волнообразный	A	1
воловий	A	1
волчий	A	1
волчок	S	1
вонзаться	V	1
вонючий	A	1
вообще	ADV	1
вооружиться	V	1
воплотиться	V	1
воплощаться	V	1
вопросить	V	1
вопрошание	S	1
вопрошать	V	1
воробьиный	A	1
воровать	V	1
ворожея	S	1
воронёный	A	1
воротить	V	1
восидти	V	1
воскресить	V	1
воспалить	V	1
воспитать	V	1
воспитывать	V	1
воспламенение	S	1
воспламенять	V	1
воспламеняться	V	1
восполнение	S	1
восполнить	V	1
восприемать	V	1
воспринимаемость	S	1
воспроизводиться	V	1
воспроизводство	S	1
воспрянуть	V	1
воссоздатель	S	1
воссоздать	V	1
восстанавливать	V	1
восстанавливаться	V	1
восстановиться	V	1
восстановление	S	1
восторжествовать	V	1
восхищать	V	1
восьмиколесный	A	1
восьмиконечный	A	1
восьмикратный	A	1
восьмилетний	A	1
восьминога	S	1
вошь	S	1
впадина	S	1
вплести	V	1
вполне	ADV	1
вправить	V	1
впредь	ADV	1
впридачу	ADV	1
впрок	ADV	1
впрячь	V	1
впрячься	V	1
вр	S	1
враг-злоумышленник	S	1
враждебно	ADV	1
вразрез	ADV	1
врасплох	ADV	1
врачебный	A	1
врачевание	S	1
вращатель	S	1
вредоносный	A	1
временами	ADV	1
времяпровождение	S	1
вритти	S	1
врих	S	1
вришниец	S	1
вришнийский	A	1
врукопашную	ADV	1
всеблагой	A	1
всебожеский	A	1
всевкушать	V	1
всевластный	A	1
всего-навсего	ADV	1
вседчудесность	S	1
всемогущественный	A	1
всеобъектный	A	1
всеопалять	V	1
всепобуждать	V	1
всепоглощающий	A	1
всепохищать	V	1
всепревосходный	A	1
всепроницать	V	1
всепрощающий	A	1
всепрощение	S	1
всесверкать	V	1
всесильный	A	1
всесозидание	S	1
всесокрушающий	A	1
всесторонний	A	1
всесущий	A	1
всеуничтожитель	S	1
всеуносить	V	1
всеядный	A	1
всеять	V	1
вскачь	ADV	1
вскипеть	V	1
всклокочить	V	1
всколебать	V	1
всколебленный	A	1
вскормить	V	1
вспахивать	V	1
вспахтать	V	1
вспашка	S	1
вспоить	V	1
